Time(s),Angle(deg)
39.208333333333336,7.613938124391143
39.25,7.034358545582466
39.291666666666664,6.291813671693503
39.333333333333336,5.433381190385344
39.375,4.09603040754343
39.416666666666664,3.3664606634298013
39.458333333333336,2.635796409627004
39.5,2.0454084888872277
39.541666666666664,0.2923228692285534
39.583333333333336,-0.4373638675207303
39.625,-1.1691393279074305
39.666666666666664,-1.8994190126342119
39.708333333333336,-3.494638927253334
39.75,-4.085616779974885
39.791666666666664,-4.812023169210505
39.833333333333336,-5.550954853872554
39.875,-6.871737003083183
39.916666666666664,-7.450249068656177
39.958333333333336,-8.17123355994974
40.0,-8.790543182813934
40.041666666666664,-9.629434424401722
40.083333333333336,-10.226857706341349
40.125,-10.682214985593276
40.166666666666664,-10.995594692794413
40.208333333333336,-11.738571206722327
40.25,-11.911215431971584
40.291666666666664,-12.053991676908936
40.333333333333336,-12.481403600128033
40.375,-12.797800002847993
40.416666666666664,-12.93997654573701
40.458333333333336,-12.907408671265841
40.5,-12.765565781058626
40.541666666666664,-12.765565781058626
40.583333333333336,-12.481403600128033
40.625,-12.481403600128033
40.666666666666664,-12.481403600128033
40.708333333333336,-11.881157610358997
40.75,-11.59583718439697
40.791666666666664,-11.138559766183647
40.833333333333336,-10.852490860253425
40.875,-9.965744972357243
40.916666666666664,-9.366509957012113
40.958333333333336,-9.055806386820336
41.0,-8.480341879366307
41.041666666666664,-7.883139316729739
41.083333333333336,-6.709836807756943
41.125,-6.131025268862118
41.166666666666664,-5.392045206825628
41.208333333333336,-4.812023169210505
41.25,-3.3493676509556565
41.291666666666664,-2.905920999653347
41.333333333333336,-2.185800806775603
41.375,-1.4575933507327647
41.416666666666664,0.0
41.458333333333336,0.8746767711213187
41.5,1.5992129417312482
41.541666666666664,2.1858008067755987
41.583333333333336,3.494638927253337
41.625,4.376350389484145
41.666666666666664,4.95712606968069
41.708333333333336,5.550954853872561
41.75,6.7098368077569335
41.791666666666664,7.324336725939483
41.833333333333336,8.047603088617283
41.875,8.480341879366318
41.916666666666664,9.534331947462942
41.958333333333336,10.13494616071458
42.0,10.422362715922834
42.041666666666664,10.736420302415087
42.083333333333336,11.481991354748095
42.125,11.768288932020644
42.166666666666664,12.084540283341308
42.208333333333336,12.227504145434413
42.25,12.687521373869984
42.291666666666664,12.862751018958216
42.333333333333336,13.148283265077952
42.375,12.972706361048372
42.416666666666664,13.148283265077952
42.458333333333336,13.148283265077952
42.5,13.148283265077952
42.541666666666664,13.148283265077952
42.583333333333336,12.830194688706522
42.625,12.830194688706522
42.666666666666664,12.512967018509197
42.708333333333336,12.084540283341308
42.75,11.911215431971595
42.791666666666664,11.338623397767874
42.833333333333336,11.195111426299977
42.875,10.736420302415087
42.916666666666664,9.847013226445982
42.958333333333336,9.390282288511361
43.0,9.078757865988964
43.041666666666664,8.501879411481449
43.083333333333336,7.613938124391143
43.125,7.179393851885467
43.166666666666664,6.436920600855314
43.208333333333336,5.841140257315232
43.25,4.678741148167697
43.291666666666664,4.085616779974877
43.333333333333336,3.3578924296798425
43.375,2.6224014605410915
43.416666666666664,1.3118877825041106
43.458333333333336,0.7270647725260015
43.5,0.14542044792931447
43.541666666666664,-0.5831430140978853
43.583333333333336,-1.89458941216796
43.625,-2.4706205139935093
43.666666666666664,-3.1959380135959066
43.708333333333336,-3.7754658242898245
43.75,-4.944575129854599
43.791666666666664,-5.536882362483709
43.833333333333336,-6.115503566285412
43.875,-6.709836807756943
43.916666666666664,-7.575445587600029
43.958333333333336,-8.17123355994974
44.0,-8.437590168733777
44.041666666666664,-8.889622119475376
44.083333333333336,-9.629434424401722
44.125,-9.940573033113026
44.166666666666664,-10.252723872716388
44.208333333333336,-10.539183728628217
44.25,-10.682214985593276
44.291666666666664,-10.995594692794413
44.333333333333336,-10.995594692794413
44.375,-10.995594692794413
44.416666666666664,-11.138559766183647
44.458333333333336,-10.995594692794413
44.5,-10.852490860253425
44.541666666666664,-10.82511166537006
44.583333333333336,-10.252723872716388
44.625,-10.083778965748763
44.666666666666664,-9.940573033113026
44.708333333333336,-9.510208347743514
44.75,-8.889622119475376
44.791666666666664,-8.746162262555202
44.833333333333336,-8.17123355994974
44.875,-7.738940694927521
44.916666666666664,-6.837009829558838
44.958333333333336,-6.259968080170751
45.0,-5.826342029555775
45.041666666666664,-5.247138901616438
45.083333333333336,-4.209611059651763
45.125,-3.6306517354162224
45.166666666666664,-2.767869820887654
45.208333333333336,-2.331365086734621
45.25,-1.1661652412496721
45.291666666666664,-0.4362538499004529
45.333333333333336,0.1457904729192222
45.375,0.7289146107579416
45.416666666666664,1.8945894121679663
45.458333333333336,2.4768992606516362
45.5,3.2040532495567873
45.541666666666664,3.6491255437282892
45.583333333333336,4.969740728110304
45.625,5.405754014978267
45.666666666666664,5.986121211202586
45.708333333333336,6.565258184575198
45.75,7.4502490686561815
45.791666666666664,7.758593140226213
45.833333333333336,8.336201391540106
45.875,8.646266583920816
45.916666666666664,9.534331947462942
45.958333333333336,9.678260053133947
46.0,9.822064945192434
46.041666666666664,10.13494616071458
46.083333333333336,10.592696787156564
46.125,10.736420302415087
46.166666666666664,10.736420302415087
46.208333333333336,11.051457026665439
